datapack,rc_service,rc_source,rc_from_name,label_disagreement,finished,p90_rank,p90_n_services,p90_rc_in_traces,mean_rank,mean_n_services,mean_rc_in_traces
ts5-ts-route-plan-service-request-abort-fpfk4f,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,18.0,29,True,10.0,29,True
ts2-ts-preserve-service-request-abort-rqphsp,ts-preserve-service,ground_truth.service,ts-preserve-service-request,True,True,26.0,26,True,26.0,26,True
ts1-ts-basic-service-request-abort-snb6ck,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,24.0,30,True,25.0,30,True
ts5-ts-basic-service-request-abort-2tl8sw,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,11.0,28,True,15.0,28,True
ts4-ts-food-service-request-abort-gzrt8n,ts-food-service,ground_truth.service,ts-food-service-request,True,True,22.0,22,True,22.0,22,True
ts1-ts-consign-service-time-hslmgs,ts-consign-service,ground_truth.service,ts-consign-service,False,True,,29,False,,29,False
ts5-ts-food-service-return-rx8gx9,ts-food-service,ground_truth.service,ts-food-service,False,True,24.0,24,True,24.0,24,True
ts2-ts-cancel-service-return-7qlbbz,ts-cancel-service,ground_truth.service,ts-cancel-service,False,True,2.0,29,True,16.0,29,True
ts4-ts-station-service-return-qrsdpz,ts-station-service,ground_truth.service,ts-station-service,False,True,12.0,30,True,21.0,30,True
ts3-ts-basic-service-return-pl49rm,ts-basic-service,ground_truth.service,ts-basic-service,False,True,16.0,16,True,16.0,16,True
ts1-ts-route-plan-service-return-2cvc6m,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,26.0,26,True,26.0,26,True
ts5-ts-basic-service-stress-zf2fd7,ts-basic-service,ground_truth.service,ts-basic-service,False,True,7.0,29,True,4.0,29,True
ts3-ts-route-service-return-9l76ss,ts-route-service,ground_truth.service,ts-route-service,False,True,7.0,30,True,6.0,30,True
ts0-ts-inside-payment-service-return-7pjv29,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,28.0,28,True,28.0,28,True
ts2-ts-consign-service-return-rc77nz,ts-consign-service,ground_truth.service,ts-consign-service,False,True,28.0,29,True,9.0,29,True
ts3-ts-station-service-return-4z45w8,ts-station-service,ground_truth.service,ts-station-service,False,True,15.0,29,True,19.0,29,True
ts4-ts-assurance-service-return-x28fwz,ts-assurance-service,ground_truth.service,ts-assurance-service,False,True,26.0,29,True,22.0,29,True
ts5-ts-cancel-service-stress-d8xbsn,ts-cancel-service,ground_truth.service,ts-cancel-service,False,True,,28,False,,28,False
ts3-ts-travel-service-return-p696jn,ts-travel-service,ground_truth.service,ts-travel-service,False,True,7.0,29,True,16.0,29,True
ts4-ts-inside-payment-service-return-x4gr5r,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,29.0,29,True,28.0,29,True
ts5-ts-travel-service-exception-mzjt7x,ts-travel-service,ground_truth.service,ts-travel-service,False,True,25.0,26,True,17.0,26,True
ts3-ts-inside-payment-service-return-vds5h6,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,29.0,29,True,29.0,29,True
ts4-ts-route-service-exception-zzvb8z,ts-route-service,ground_truth.service,ts-route-service,False,True,17.0,30,True,8.0,30,True
ts1-ts-order-other-service-exception-twstdp,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,26.0,28,True,6.0,28,True
ts3-ts-auth-service-return-9tmvzg,ts-auth-service,ground_truth.service,ts-auth-service,False,True,6.0,19,True,4.0,19,True
ts1-ts-travel-service-return-zbss2p,ts-travel-service,ground_truth.service,ts-travel-service,False,True,20.0,30,True,9.0,30,True
ts5-ts-preserve-service-exception-j7g675,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,26.0,26,True,26.0,26,True
ts2-ts-travel2-service-return-fn597c,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,29.0,29,True,28.0,29,True
ts3-ts-travel2-service-return-ll88xz,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,28.0,28,True,28.0,28,True
ts1-ts-order-service-exception-b25hld,ts-order-service,ground_truth.service,ts-order-service,False,True,17.0,26,True,21.0,26,True
ts3-ts-food-service-return-8f25mg,ts-food-service,ground_truth.service,ts-food-service,False,True,21.0,21,True,21.0,21,True
ts4-ts-seat-service-response-delay-46hcdn,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,29,True,1.0,29,True
ts5-ts-seat-service-request-delay-58fwvv,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,26,True,1.0,26,True
ts4-ts-route-plan-service-bandwidth-q5lcsx,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,25.0,26,True,21.0,26,True
ts2-ts-ui-dashboard-response-replace-code-qzfj27,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,24.0,29,True,21.0,29,True
ts1-ts-travel-service-response-replace-code-qzmhjf,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,27.0,29,True,8.0,29,True
ts0-mysql-loss-hfrvkl,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts1-mysql-corrupt-hft465,mysql,ground_truth.service,,False,True,,19,False,,19,False
ts5-ts-basic-service-request-delay-4cwcs6,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,5.0,29,True,2.0,29,True
ts5-ts-train-service-partition-bk4ggr,ts-train-service,ground_truth.service,ts-train-service,False,True,23.0,28,True,24.0,28,True
ts5-ts-travel-plan-service-partition-c67n49,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,1.0,28,True,1.0,28,True
ts4-ts-order-service-bandwidth-kqnvn7,ts-order-service,ground_truth.service,ts-order-service,False,True,16.0,30,True,8.0,30,True
ts1-ts-travel-service-response-replace-code-gl7qrs,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,22.0,28,True,10.0,28,True
ts5-ts-travel-plan-service-container-kill-4s877v,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-container,True,True,10.0,30,True,22.0,30,True
ts2-ts-route-plan-service-response-replace-code-7z5jgz,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,27.0,30,True,22.0,30,True
ts1-ts-travel-service-response-delay-dplkhc,ts-travel-service,ground_truth.service,ts-travel-service-response,True,True,1.0,30,True,1.0,30,True
ts3-ts-travel-service-request-delay-48l7f4,ts-travel-service,ground_truth.service,ts-travel-service-request,True,True,2.0,30,True,2.0,30,True
ts3-ts-travel-service-loss-dpcd4n,ts-travel-service,ground_truth.service,ts-travel-service,False,True,1.0,24,True,1.0,24,True
ts1-ts-basic-service-request-replace-method-v627xx,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,12.0,26,True,11.0,26,True
ts5-mysql-partition-zx8zcb,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts4-ts-travel2-service-stress-xgq7h7,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,2.0,29,True,5.0,29,True
ts0-ts-train-service-corrupt-gkddzp,ts-train-service,ground_truth.service,ts-train-service,False,True,1.0,26,True,1.0,26,True
ts4-ts-route-plan-service-exception-ztg25x,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,29.0,30,True,25.0,30,True
ts0-ts-preserve-service-response-replace-body-644lf4,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,28.0,28,True,28.0,28,True
ts4-ts-route-plan-service-response-replace-code-fszhvp,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,6.0,30,True,17.0,30,True
ts5-ts-train-food-service-container-kill-qbtw4j,ts-train-food-service,ground_truth.service,ts-train-food-service-container,True,True,1.0,29,True,1.0,29,True
ts0-ts-order-service-delay-5hms4x,ts-order-service,ground_truth.service,ts-order-service,False,True,1.0,26,True,1.0,26,True
ts2-ts-travel-service-stress-7bcpcw,ts-travel-service,ground_truth.service,ts-travel-service,False,True,11.0,30,True,4.0,30,True
ts5-ts-basic-service-request-replace-method-m559vq,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,22.0,29,True,23.0,29,True
ts0-ts-preserve-service-request-replace-method-dxm2g9,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts5-ts-route-plan-service-request-delay-jsjq7d,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,30,True,1.0,30,True
ts1-ts-inside-payment-service-stress-6qq6f6,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,2.0,30,True,1.0,30,True
ts4-ts-basic-service-response-delay-srn98p,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,30,True,1.0,30,True
ts4-ts-order-other-service-partition-qrzf9t,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,7.0,26,True,19.0,26,True
ts1-ts-ui-dashboard-response-replace-code-24nh7m,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,20.0,30,True,27.0,30,True
ts3-ts-ui-dashboard-response-delay-vh7jxj,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,29,True,2.0,29,True
ts2-ts-food-service-container-kill-jhdf8g,ts-food-service,ground_truth.service,ts-food-service-container,True,True,12.0,30,True,2.0,30,True
ts5-ts-preserve-service-response-replace-code-qww8tw,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,26.0,26,True,26.0,26,True
ts0-mysql-loss-k9xrkf,mysql,ground_truth.service,,False,True,,29,False,,29,False
ts4-ts-order-other-service-exception-x566nt,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,14.0,29,True,2.0,29,True
ts2-mysql-partition-8dpfj2,mysql,ground_truth.service,,False,True,,23,False,,23,False
ts3-ts-travel2-service-request-replace-method-ggdqhg,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,25.0,29,True,6.0,29,True
ts1-ts-consign-service-container-kill-vpj5tm,ts-consign-service,ground_truth.service,ts-consign-service-container,True,True,2.0,30,True,2.0,30,True
ts2-ts-travel2-service-container-kill-6gxgqq,ts-travel2-service,ground_truth.service,ts-travel2-service-container,True,True,7.0,30,True,4.0,30,True
ts2-ts-station-service-stress-mzxgqn,ts-station-service,ground_truth.service,ts-station-service,False,True,3.0,30,True,6.0,30,True
ts1-ts-station-food-service-stress-zvn4hb,ts-station-food-service,ground_truth.service,ts-station-food-service,False,True,2.0,29,True,2.0,29,True
ts3-ts-station-service-stress-4wtfqh,ts-station-service,ground_truth.service,ts-station-service,False,True,1.0,30,True,4.0,30,True
ts1-ts-basic-service-response-replace-code-v47wnd,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,22.0,28,True,26.0,28,True
ts0-mysql-loss-r9xxcz,mysql,ground_truth.service,,False,True,,26,False,,26,False
ts5-ts-route-plan-service-exception-k9h7sr,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,26.0,30,True,19.0,30,True
ts0-ts-order-service-exception-l2bqm5,ts-order-service,ground_truth.service,ts-order-service,False,True,18.0,26,True,21.0,26,True
ts3-ts-contacts-service-exception-jhpvqd,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,20.0,20,True,6.0,20,True
ts5-ts-travel-service-exception-98b2cj,ts-travel-service,ground_truth.service,ts-travel-service,False,True,14.0,29,True,6.0,29,True
ts4-ts-inside-payment-service-exception-p5mf2x,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,28.0,28,True,27.0,28,True
ts1-ts-train-service-exception-l5v8n7,ts-train-service,ground_truth.service,ts-train-service,False,True,16.0,28,True,4.0,28,True
ts0-ts-order-service-exception-hdgpgm,ts-order-service,ground_truth.service,ts-order-service,False,True,22.0,26,True,17.0,26,True
ts4-ts-order-other-service-exception-nh22zm,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,3.0,26,True,4.0,26,True
ts0-ts-route-service-exception-5hzgms,ts-route-service,ground_truth.service,ts-route-service,False,True,15.0,22,True,3.0,22,True
ts3-ts-travel-plan-service-exception-zgsz8w,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,6.0,26,True,3.0,26,True
ts0-ts-auth-service-exception-scvnk9,ts-auth-service,ground_truth.service,ts-auth-service,False,True,24.0,25,True,24.0,25,True
ts3-ts-consign-service-exception-9h4vpx,ts-consign-service,ground_truth.service,ts-consign-service,False,True,29.0,29,True,29.0,29,True
ts0-ts-route-plan-service-exception-tcmvg6,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,4.0,29,True,6.0,29,True
ts3-ts-preserve-service-exception-r4mr8x,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,25.0,25,True,25.0,25,True
ts4-ts-seat-service-exception-gtwj4s,ts-seat-service,ground_truth.service,ts-seat-service,False,True,26.0,26,True,25.0,26,True
ts1-ts-food-service-exception-ch2v8l,ts-food-service,ground_truth.service,ts-food-service,False,True,21.0,21,True,21.0,21,True
ts4-ts-travel-plan-service-exception-rk7zkm,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,25.0,29,True,12.0,29,True
ts1-ts-travel-service-exception-h5t4v2,ts-travel-service,ground_truth.service,ts-travel-service,False,True,22.0,23,True,22.0,23,True
ts5-ts-travel-plan-service-exception-rrrzgj,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,30.0,30,True,25.0,30,True
ts0-ts-consign-price-service-exception-8b6tng,ts-consign-price-service,ground_truth.service,ts-consign-price-service,False,True,29.0,29,True,15.0,29,True
ts5-ts-preserve-service-exception-pfn7ml,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,25.0,25,True,25.0,25,True
ts4-ts-food-service-container-kill-lv5htg,ts-config-service,ground_truth.service,ts-food-service-container,True,True,24.0,29,True,22.0,29,True
ts4-ts-travel-service-partition-78kjds,ts-travel-service,ground_truth.service,ts-travel-service,False,True,21.0,28,True,8.0,28,True
ts4-ts-ui-dashboard-response-delay-8wm2ds,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,26,True,3.0,26,True
ts0-ts-station-food-service-stress-j5qdln,ts-station-food-service,ground_truth.service,ts-station-food-service,False,True,2.0,30,True,2.0,30,True
ts3-ts-travel-plan-service-response-replace-code-ttzf4x,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,24.0,29,True,12.0,29,True
ts1-ts-ui-dashboard-request-delay-4h5kzs,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,4.0,30,True,7.0,30,True
ts2-ts-travel-plan-service-request-replace-method-m7ftf5,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts0-ts-seat-service-request-delay-p5xqrr,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,29,True,2.0,29,True
ts2-ts-preserve-service-response-replace-code-bjwp5g,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,25.0,26,True,21.0,26,True
ts5-ts-route-plan-service-response-replace-code-gmjsqv,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,23.0,30,True,29.0,30,True
ts0-ts-preserve-service-request-replace-method-mbmqzz,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,26.0,26,True,26.0,26,True
ts1-ts-route-plan-service-response-replace-code-lmr4bp,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,9.0,29,True,8.0,29,True
ts3-ts-contacts-service-partition-g7s7mn,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,1.0,28,True,1.0,28,True
ts1-ts-consign-service-container-kill-r8lmsx,ts-consign-service,ground_truth.service,ts-consign-service-container,True,True,1.0,30,True,1.0,30,True
ts4-ts-route-plan-service-response-replace-code-cq5j9f,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,27.0,30,True,24.0,30,True
ts4-ts-preserve-service-partition-9fx87g,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,1.0,28,True,1.0,28,True
ts5-ts-basic-service-request-replace-method-c7p9qz,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,3.0,29,True,10.0,29,True
ts3-ts-travel2-service-response-replace-code-vv2n2x,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,27.0,28,True,19.0,28,True
ts2-ts-seat-service-response-replace-code-stlms6,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,9.0,22,True,7.0,22,True
ts1-ts-ui-dashboard-response-delay-rfzmml,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,26,True,3.0,26,True
